Kids_First_Biospecimen_ID	count_regions_all_conf	count_regions_high_conf	count_regions_low_conf	any_regions_all_conf	any_regions_high_conf	any_regions_low_conf	any_regions_merged
BS_PEDGRK8S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PEFRDKDZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PFXDWV9R	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PJ08ZW9A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PMFR8NPN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PMSZKZP7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PNXDHDF3	4	3	1	TRUE	TRUE	TRUE	High Confidence
BS_PP4WJBNR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PPY0EWPG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PV130A29	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PVYMDM18	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PVZJCXS1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PYVPKH11	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_PZDTK87A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q0XBZP88	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q50P97Y0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q5XKTB1V	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q6GVRAWK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q807ENGY	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_Q88059DJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_Q9NHTR7G	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QA0W86WP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QBZDQX7A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QC5FNXGH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QD22MJJ5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QDGHHS4S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QE5B0T7R	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QE7WAAKC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QGX93WPF	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_QHTDJG77	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_QK61ST4T	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QM1Z8R38	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QMG7XNEW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QMHND3QK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QRH793AV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QSDKJM8T	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QSMFVHSB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QWS88QXE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QX754ADQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QXZTRMWM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QYWGB52C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_QZT3SPY7	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_QZTPJ8YW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_R1CV479M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_R1G6SG0K	3	1	2	TRUE	TRUE	TRUE	High Confidence
BS_R1RMKH1B	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_R1ZBTEAG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_R5G3QP11	1	1	0	TRUE	TRUE	FALSE	High Confidence
