chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
3	80013765	118333580	2	0	0	0	0	2	163	2	0.111610225094713	0.0273332230818266	1.2267964422108e-13	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.10060360384971	NA	0	0
4	49296043	49307914	0	5	0	0	0	5	163	2	0.00181664896657232	0.00732430176420484	0	0	NA	NA	4	4	4	0	0	0	0	NA		 	BS_922YMFYK	0.100216795200136	0.0383571253528263	0	0	0
5	710628	139452795	0	2	0	0	4	6	163	6	0.343030146138244	1.54784935319483e-05	NA	NA	4	4	6	6	6	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.000255974270586165	NA	0	0
6	32684740	32771991	0	1	0	0	0	1	163	2	0.391625176271089	0.0513904756864829	3.06425995688642e-11	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.148232375882582	NA	0	0
7	5175011	155335384	4	2	0	1	16	23	163	13	0.923640778448447	4.82417681268241e-21	0	0	11	11	11	11	11	76	20	15	69	1.11923284172846e-14	14_3_4_5	14:74244929-105634595;3:80013765-118333580
4:49296043-49307914;5:710628-139452795
	BS_922YMFYK	0.9357298267865	4.31160802633491e-19	0	1	1
8	NA	NA	0	0	0	0	0	0	163	NA	NA	0.0177512708834634	7.74935671188359e-14	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_922YMFYK	NA	0.0766845175015421	NA	0	0
9	65437722	134285782	0	0	1	1	3	5	163	4	0.896432373341912	5.99950767742134e-05	NA	NA	2	2	12	12	12	0	0	0	0	NA		 	BS_922YMFYK	0.908903051159523	0.000842078704608042	NA	0	0
10	447240	68323325	1	3	1	0	4	9	163	4	0.391625176271089	4.45841995878345e-06	NA	0.00319910606480533	2	2	4	4	4	25	7	5	20	0.000160079774634643	12	12:56543807-121624206;	BS_922YMFYK	0.522568139124258	8.74066041919563e-05	0.00362887682078254	0	0
11	67916020	71680165	0	0	0	1	1	2	163	2	0.572406704470879	0.142728635680817	0.0010114253496043	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_922YMFYK	0.619631498714411	0.279411590707092	NA	0	0
12	56543807	121624206	2	1	0	0	4	7	163	1	0.063327692247718	4.81772334360493e-06	NA	4.44089209850063e-16	NA	NA	NA	NA	NA	2	1	1	2	0.881014842513785	1	1:196792266-196917455;	BS_922YMFYK	0.522568139124258	9.03694864838239e-05	1.04341656088249e-15	0	0
13	110954542	112864131	1	0	1	0	0	2	163	1	0.572406704470879	0.00727581482808317	4.44089209850063e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_922YMFYK	0.619631498714411	0.0381360626284394	NA	0	0
14	74244929	105634595	1	2	0	0	2	5	163	1	0.035110115675981	0.134762865100541	2.22044604925031e-15	0	NA	NA	4	4	4	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.268544374559532	0	0	0
15	20182696	91048803	1	0	0	1	2	4	163	12	0.572406704470879	0.756227181488007	NA	0.000137066766798033	10	10	10	10	10	0	0	0	0	NA		 	BS_922YMFYK	0.619631498714411	0.817352071046303	0.000169213376124054	0	0
16	28030756	84559166	1	0	1	0	1	3	163	6	0.801251956901201	0.0267451798986638	NA	NA	4	4	10	10	10	0	0	0	0	NA		 	BS_922YMFYK	0.826754240948485	0.0999238295173267	NA	0	0
17	16937131	20558465	0	1	0	0	0	1	163	3	0.391625176271089	0.00556408550987913	2.35205876997213e-09	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.031722072876445	NA	0	0
18	15473116	15699461	1	0	0	0	0	1	163	2	0.391625176271089	0.750155584304245	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.811439096486438	NA	0	0
19	4320829	53311933	2	3	1	0	4	10	163	2	0.308022171558994	1.50269022983932e-07	NA	9.32791011098999e-09	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	4.00552625958267e-06	1.5110319616244e-08	0	0
20	NA	NA	0	0	0	0	0	0	163	NA	NA	0.00568797399876029	1.11022302462516e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_922YMFYK	NA	0.0322920709738119	NA	0	0
21	45898427	45898606	0	1	0	0	0	1	163	1	0.391625176271089	0.342135659100141	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_922YMFYK	0.522568139124258	0.476162494569263	NA	0	0
22	17637541	41050388	0	0	0	1	1	2	163	4	0.572406704470879	0.0118746812017428	NA	NA	2	2	3	3	3	0	0	0	0	NA		 	BS_922YMFYK	0.619631498714411	0.0566026470616407	NA	0	0
X	498442	155573750	3	1	0	0	12	16	163	NA	0.682270330336213	2.7191909848017e-16	4.80329093166532e-08	0.00999733183516571	NA	NA	NA	NA	NA	50	16	11	45	1.98838136067892e-08	2_4_7	2:1565857-235011375;4:49296043-49307914
7:5175011-155335384;	BS_922YMFYK	0.731186996716441	1.77697668926154e-14	0.0107835491491488	0	0
1	155115296	211071948	1	1	0	0	0	2	102	5	0.572406704470879	0.759276215226703	NA	NA	1	3	19	9	14	0	0	0	0	NA		 	BS_EPM623G4	0.619631498714411	0.820355768540495	NA	0	0
2	162433151	164537825	1	1	0	0	1	3	102	2	0.299780588595712	0.0281713138639765	1.11022302462516e-16	NA	NA	NA	16	11	16	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.101941744571787	NA	0	0
3	55754823	185695643	2	2	1	1	3	9	102	7	0.953642173096255	0.000344298280864557	NA	0	3	4	6	3	4	0	0	0	0	NA		 	BS_EPM623G4	0.962218785202719	0.00366457583529657	0	0	0
4	8667344	8712630	1	0	0	0	0	1	102	3	0.391625176271089	0.514641203952134	NA	NA	NA	NA	5	1	5	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.61046782805096	NA	0	0
5	149640745	157101908	0	0	1	1	0	2	102	4	0.572406704470879	0.0233420635505526	9.56937862284235e-11	NA	2	2	12	5	6	0	0	0	0	NA		 	BS_EPM623G4	0.619631498714411	0.0918196706980474	NA	0	0
6	128696772	163485378	1	1	1	0	3	6	102	3	0.572406704470879	0.00501399527107606	8.77360739615085e-10	4.44089209850063e-16	NA	NA	7	5	7	0	0	0	0	NA		 	BS_EPM623G4	0.619631498714411	0.0292723883381026	1.04341656088249e-15	0	0
7	133930325	139984059	1	0	1	0	2	4	102	5	0.572406704470879	0.00288687448499071	NA	NA	3	3	25	5	22	3	2	1	4	0.572406704470879	2	2:162433151-164537825;	BS_EPM623G4	0.619631498714411	0.0194619852274332	NA	0	0
8	4400915	4604453	1	0	0	0	0	1	102	1	0.391625176271089	NA	NA	NA	NA	NA	7	1	7	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	NA	NA	0	0
9	262463	43179266	3	0	0	0	1	4	102	7	0.111610225094713	0.0391476056169937	NA	0.00379270542635946	3	5	14	12	14	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.128258529993143	0.00426817578593222	0	0
10	87868138	87874183	0	0	0	1	0	1	102	1	0.391625176271089	0.0235510589930372	NA	NA	NA	NA	7	2	7	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.0923699007144676	NA	0	0
11	49000238	88994183	2	10	1	0	1	14	102	5	6.523112203023e-05	0.0465220931571449	NA	5.55111512312578e-16	3	3	5	4	5	0	0	0	0	NA		 	BS_EPM623G4	0.00671477065434893	0.140490674894447	1.28637333299193e-15	0	0
12	44136835	44421678	0	2	0	0	0	2	102	2	0.111610225094713	0.237180467883708	NA	NA	NA	NA	3	1	3	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.382844172888039	NA	0	0
13	NA	NA	0	0	0	0	0	0	102	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_EPM623G4	NA	1	NA	0	0
14	78099390	106879525	1	1	0	1	0	3	102	1	0.801251956901201	0.103213082772164	NA	0	NA	NA	4	4	4	0	0	0	0	NA		 	BS_EPM623G4	0.826754240948485	0.22466959546842	0	0	0
15	41572564	41573001	1	0	0	0	0	1	102	1	0.391625176271089	1	NA	NA	NA	NA	21	4	21	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	1	NA	0	0
16	69441810	69575484	0	1	0	0	0	1	102	1	0.391625176271089	NA	NA	NA	NA	NA	12	9	12	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	NA	NA	0	0
17	15545341	23183179	0	1	1	0	1	3	102	4	0.801251956901201	0.0270628750942854	NA	NA	2	2	8	3	3	0	0	0	0	NA		 	BS_EPM623G4	0.826754240948485	0.0999238295173267	NA	0	0
18	4002385	39048892	1	1	0	0	1	3	102	5	0.801251956901201	0.026803211883084	NA	NA	2	3	4	2	4	0	0	0	0	NA		 	BS_EPM623G4	0.826754240948485	0.0999238295173267	NA	0	0
19	35629028	50619948	1	0	1	0	0	2	102	2	0.572406704470879	0.157835889102564	NA	NA	NA	NA	3	1	3	0	0	0	0	NA		 	BS_EPM623G4	0.619631498714411	0.296796910897534	NA	0	0
20	NA	NA	0	0	0	0	0	0	102	NA	NA	0.543052596516163	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_EPM623G4	NA	0.631848928819015	NA	0	0
21	NA	NA	0	0	0	0	0	0	102	NA	NA	0.071795585897719	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_EPM623G4	NA	0.179083797780992	NA	0	0
22	15387363	47091307	1	2	0	0	1	4	102	5	0.572406704470879	0.0118746812017428	NA	0.000295140235555991	3	3	3	3	3	0	0	0	0	NA		 	BS_EPM623G4	0.619631498714411	0.0566026470616407	0.000357449088512903	0	0
X	13751859	102937881	2	2	0	0	4	8	102	1	0.171797144296733	6.47858116258613e-06	NA	0.000252771765784088	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_EPM623G4	0.522568139124258	0.000120224662643106	0.000306961488156677	0	0
1	NA	NA	0	0	0	0	0	0	27	NA	NA	0.388012058301139	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.511300744463781	NA	0	0
2	1524598	1525242	1	0	0	0	0	1	27	1	0.391625176271089	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	NA	NA	0	0
3	49971382	49971589	1	0	0	0	0	1	27	1	0.391625176271089	0.353377917719473	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	0.485071551652196	NA	0	0
4	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
5	104068064	108572335	1	0	0	0	0	1	27	1	0.391625176271089	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	NA	NA	0	0
6	23734234	168615533	1	2	0	0	0	3	27	7	0.299780588595712	NA	NA	0.105047004001082	5	5	5	5	5	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	NA	0.10759552873803	0	0
7	142451755	142470437	0	1	0	0	0	1	27	1	0.391625176271089	0.282054604495358	NA	NA	NA	NA	13	11	13	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	0.423256014523589	NA	0	0
8	38413693	43365207	1	1	0	0	0	2	27	4	0.572406704470879	NA	NA	NA	1	2	6	3	6	0	0	0	0	NA		 	BS_D6XHKZDZ	0.619631498714411	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	27	NA	NA	0.213062827968154	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.358844211438674	NA	0	0
10	74728768	130139385	2	0	0	0	0	2	27	3	0.111610225094713	0.245908571970306	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	0.389296521528923	NA	0	0
11	71561533	71563497	0	0	0	1	0	1	27	1	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
14	NA	NA	0	0	0	0	0	0	27	NA	NA	0.174449927286213	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.315869112714358	NA	0	0
15	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	27	NA	NA	0.00998702979388046	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.0495276814135524	NA	0	0
17	62946321	62946618	1	0	0	0	0	1	27	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_D6XHKZDZ	0.522568139124258	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	27	NA	NA	0.150420544750516	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.288476131499294	NA	0	0
19	2671932	54853514	6	2	0	0	1	9	27	2	0.0117258755784214	0.0196887146918324	NA	5.1423310054588e-12	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	0.337414604180224	0.0812067618185352	9.5890810053483e-12	0	0
20	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	27	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	27	NA	NA	0.033326828774505	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_D6XHKZDZ	NA	0.114899457212544	NA	0	0
1	1310735	40101856	2	3	1	1	0	7	57	4	0.665885409272699	NA	NA	6.66133814775094e-16	2	2	16	11	16	0	0	0	0	NA		 	BS_SD28E0SC	0.714547642298539	NA	1.52146539942714e-15	0	0
2	129937443	129937683	1	0	0	0	0	1	57	1	0.391625176271089	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
3	85245500	89376660	0	0	1	1	0	2	57	2	0.572406704470879	0.00972159120779373	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_SD28E0SC	0.619631498714411	0.0484683925884876	NA	0	0
4	41661773	42966117	2	4	5	5	0	16	57	17	0.682270330336213	0.075164136289994	NA	0	15	15	24	19	24	0	0	0	0	NA		 	BS_SD28E0SC	0.731186996716441	0.184607006790236	0	1	1
5	126803055	126803399	1	0	0	0	0	1	57	1	0.391625176271089	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
6	NA	NA	0	0	0	0	0	0	57	NA	NA	0.351694101497126	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_SD28E0SC	NA	0.4847198893826	NA	0	0
7	66254501	66255051	1	0	0	0	0	1	57	1	0.391625176271089	NA	NA	NA	NA	NA	13	11	13	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
8	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
9	19606032	20241764	1	0	0	1	0	2	57	1	0.572406704470879	0.243869534024209	NA	NA	NA	NA	13	12	13	0	0	0	0	NA		 	BS_SD28E0SC	0.619631498714411	0.38783647599951	NA	0	0
10	NA	NA	0	0	0	0	0	0	57	NA	NA	0.0380009083550434	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_SD28E0SC	NA	0.126090726763685	NA	0	0
11	60770392	66917144	2	0	0	0	0	2	57	1	0.111610225094713	0.28356888234841	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	0.425032101320019	NA	0	0
12	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	57	NA	NA	0.0221915279413947	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	NA	0.0884935808454531	NA	0	0
14	69196697	69197185	1	0	0	0	0	1	57	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
16	24616884	60028926	2	0	0	0	0	2	57	5	0.111610225094713	NA	NA	NA	3	3	10	10	10	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
17	22927889	80390944	2	0	0	0	0	2	57	4	0.111610225094713	NA	NA	NA	2	2	4	4	4	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	57	NA	NA	0.013791795847114	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_SD28E0SC	NA	0.0631885708713423	NA	0	0
19	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
20	46156524	46156786	1	0	0	0	0	1	57	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	0.522568139124258	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_SD28E0SC	NA	NA	NA	0	0
1	147920618	147920715	0	0	0	1	0	1	20	1	0.391625176271089	0.0133409152656206	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	0.0618053030149016	NA	0	0
2	29750630	192729435	0	1	0	0	0	1	20	13	0.391625176271089	0.45888779439563	NA	NA	11	11	11	11	11	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	0.568813087994991	NA	0	0
3	17504180	17504331	0	0	0	1	0	1	20	1	0.391625176271089	NA	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
4	NA	NA	0	0	0	0	0	0	20	NA	NA	0.075164136289994	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_Y3472DYJ	NA	0.184607006790236	NA	0	0
5	84652231	84659401	1	0	0	0	0	1	20	1	0.391625176271089	0.364561955299032	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	0.49334786981293	NA	0	0
6	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
7	5907746	142525832	0	1	1	0	0	2	20	11	0.572406704470879	NA	NA	NA	9	9	11	11	11	0	0	0	0	NA		 	BS_Y3472DYJ	0.619631498714411	NA	NA	0	0
8	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	20	NA	NA	0.000139486027985888	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_Y3472DYJ	NA	0.00175790040208303	NA	0	0
11	53473789	54273992	0	2	0	0	0	2	20	2	0.111610225094713	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
12	25803563	103979753	1	0	0	0	0	1	20	2	0.391625176271089	0.285292291142223	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	0.426744745118597	NA	0	0
13	16729160	16831437	1	0	0	0	0	1	20	2	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
14	73541655	73573623	0	1	0	0	0	1	20	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	20	NA	NA	0.178724198700541	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_Y3472DYJ	NA	0.320384681429831	NA	0	0
16	46841016	46841416	1	0	0	0	0	1	20	2	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
19	40563590	40563823	1	0	0	0	0	1	20	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	0.522568139124258	NA	NA	0	0
20	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	20	NA	NA	0.0826060544469042	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	NA	0.193874607414968	NA	0	0
22	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_Y3472DYJ	NA	NA	NA	0	0
1	2147720	22006121	0	2	0	0	1	3	79	2	0.299780588595712	0.0785810406007086	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.187395045811578	NA	0	0
2	17946338	239476924	1	2	0	1	4	8	79	13	0.0718977724964651	4.97735543149347e-05	NA	1.47240397652126e-09	11	11	11	11	11	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.000712600179856338	2.47261376293378e-09	1	1
3	93841131	197034747	0	2	0	0	4	6	79	2	0.0619990757369438	0.0137808358707222	1.52147576759631e-08	0	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.0631885708713423	0	0	0
4	148507836	148508448	0	1	0	0	0	1	79	1	0.391625176271089	0.126364980020521	0.00124066717059768	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.258001919910633	NA	0	0
5	20832442	47128682	1	0	1	0	0	2	79	4	0.572406704470879	0.533366330150421	NA	NA	2	2	6	6	6	0	0	0	0	NA		 	BS_NFT9VHMJ	0.619631498714411	0.624136720312778	NA	0	0
6	32558335	32584637	0	1	0	0	0	1	79	2	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	NA	NA	0	0
7	60922665	156941895	1	1	0	1	3	6	79	11	0.881014842513785	0.000155110734069626	NA	0	9	9	11	11	11	13	4	3	15	0.00489038753184975	5	5:20832442-47128682;	BS_NFT9VHMJ	0.900771370315394	0.00186485753967983	0	0	0
8	NA	NA	0	0	0	0	0	0	79	NA	NA	0.730774835779744	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_NFT9VHMJ	NA	0.792874063099419	NA	0	0
9	131425459	132984873	1	0	0	0	0	1	79	3	0.391625176271089	0.427771537826303	NA	NA	NA	NA	14	12	14	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.544742068337214	NA	0	0
10	3314349	127010452	2	1	0	0	5	8	79	6	0.171797144296733	2.04868985950472e-07	NA	0.0473222194465537	4	4	4	4	4	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	5.36677268152584e-06	0.0491787065171492	0	0
11	61099478	61100098	0	1	0	0	0	1	79	1	0.391625176271089	0.724623575413936	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.787747031495966	NA	0	0
12	106727918	121624210	1	1	0	0	0	2	79	1	0.572406704470879	0.167884480225109	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	0.619631498714411	0.310174168891352	NA	0	0
13	46460532	63834274	0	1	0	0	0	1	79	1	0.391625176271089	0.672738618212275	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.741338403785515	NA	0	0
14	105597145	106355104	2	0	0	0	0	2	79	1	0.111610225094713	1	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	1	NA	0	0
15	87382736	91763410	0	0	1	0	0	1	79	1	0.391625176271089	0.135014923556959	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.268989738704283	NA	0	0
16	8561822	36021309	2	1	0	0	0	3	79	11	0.299780588595712	0.349398703238185	NA	3.00644050765797e-08	9	9	10	10	10	0	0	0	0	NA		 	BS_NFT9VHMJ	0.522568139124258	0.483101039456278	4.71742291039015e-08	0	0
17	NA	NA	0	0	0	0	0	0	79	NA	NA	0.00145320885367856	0.000266905135811069	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_NFT9VHMJ	NA	0.011760155536926	NA	0	0
